name,set_name
Cobalion,"Noble Victories"
Cobalion,"Noble Victories"
Cobalion,"Lost Thunder"
Cobalion,"Chilling Reign"
Cobalion,"Silver Tempest"
Cobalion-EX,"Plasma Storm"
Cobalion-EX,"Plasma Storm"
Cobalion-GX,"Team Up"
Cobalion-GX,"Team Up"
Cobalion-GX,"Team Up"
Cofagrigus,"Noble Victories"
Cofagrigus,"Noble Victories"
Cofagrigus,"Plasma Freeze"
Cofagrigus,"Plasma Freeze"
Cofagrigus,"Dark Explorers"
Cofagrigus,"Lost Thunder"
Combee,"Plasma Storm"
Combee,"Ancient Origins"
Combee,"Lost Thunder"
Combee,"HS—Undaunted"
Combee,"Majestic Dawn"
Combee,Stormfront
Combee,Platinum
Combee,"Diamond & Pearl"
Combee,"Supreme Victors"
Combee,"Astral Radiance"
Combusken,"Dragon Majesty"
Combusken,"POP Series 4"
Combusken,"POP Series 3"
Combusken,"Crystal Guardians"
Combusken,"Nintendo Black Star Promos"
Combusken,"Dark Explorers"
Combusken,"Furious Fists"
Combusken,Emerald
Combusken,Dragon
Combusken,"Primal Clash"
Combusken,"Darkness Ablaze"
Combusken,"Celestial Storm"
Combusken,"Crystal Guardians"
Combusken,"Power Keepers"
Combusken,"Ruby & Sapphire"
Combusken,"Ruby & Sapphire"
Combusken,"Great Encounters"
Combusken,"Holon Phantoms"
Combusken,Platinum
Combusken,"EX Trainer Kit Latias"
Comfey,"Guardians Rising"
Comfey,"Lost Origin"
Comfey,"SWSH Black Star Promos"
Conkeldurr,XY
Conkeldurr,"Noble Victories"
Conkeldurr,"Noble Victories"
Conkeldurr,"Plasma Storm"
Conkeldurr,"Battle Styles"
"Conkeldurr V","Pokémon GO"
"Conkeldurr V","Pokémon GO"
"Conkeldurr V","Pokémon GO"
"Cool Porygon","Wizards Black Star Promos"
Copperajah,"Sword & Shield"
Copperajah,"Darkness Ablaze"
Copperajah,"Shiny Vault"
Copperajah,"Fusion Strike"
"Copperajah V","SWSH Black Star Promos"
"Copperajah V","Rebel Clash"
"Copperajah V","Rebel Clash"
"Copperajah VMAX","Rebel Clash"
"Copperajah VMAX","Rebel Clash"
Corphish,"Crimson Invasion"
Corphish,"Primal Clash"
Corphish,Dragon
Corphish,Dragon
Corphish,Dragon
Corphish,Deoxys
Corphish,"Holon Phantoms"
Corphish,"Holon Phantoms"
Corphish,"Legends Awakened"
Corphish,"Supreme Victors"
Corphish,"Battle Styles"
Corphish,"Brilliant Stars"
Corsola,"POP Series 7"
Corsola,"Dragon Majesty"
Corsola,"HeartGold & SoulSilver"
Corsola,XY
Corsola,"Sun & Moon"
Corsola,BREAKpoint
Corsola,"Unseen Forces"
Corsola,"Hidden Legends"
Corsola,"Neo Discovery"
Corsola,"Secret Wonders"
Corsola,"Expedition Base Set"
Corviknight,"Sword & Shield"
Corviknight,"Darkness Ablaze"
Corviknight,"Shiny Vault"
Corviknight,"Fusion Strike"
"Corviknight V","Battle Styles"
"Corviknight V","Battle Styles"
"Corviknight V","SWSH Black Star Promos"
"Corviknight V","Silver Tempest Trainer Gallery"
"Corviknight VMAX","Battle Styles"
"Corviknight VMAX","Battle Styles"
"Corviknight VMAX","Silver Tempest Trainer Gallery"
Corvisquire,"Sword & Shield"
Corvisquire,"Darkness Ablaze"
Corvisquire,"Shiny Vault"
Corvisquire,"Fusion Strike"
Cosmoem,"Ultra Prism"
Cosmoem,"Team Up"
Cosmoem,"Sun & Moon"
Cosmoem,"Cosmic Eclipse"
Cosmoem,Celebrations
Cosmog,"SM Black Star Promos"
Cosmog,"Ultra Prism"
Cosmog,"Team Up"
Cosmog,"Sun & Moon"
Cosmog,"Cosmic Eclipse"
Cosmog,"Cosmic Eclipse"
Cosmog,"Unified Minds"
Cosmog,Celebrations
Cosmog,"McDonald's Collection 2017"
Cottonee,"Sword & Shield"
Cottonee,"Boundaries Crossed"
Cottonee,"Emerging Powers"
Cottonee,"Emerging Powers"
Cottonee,"Ancient Origins"
Cottonee,"Fates Collide"
Cottonee,"Vivid Voltage"
Cottonee,"Guardians Rising"
Cottonee,"Cosmic Eclipse"
Cottonee,"Unbroken Bonds"
Cottonee,"Unified Minds"
Crabominable,"Sun & Moon"
Crabominable,"SM Black Star Promos"
Crabominable,"Burning Shadows"
Crabominable,"Unbroken Bonds"
Crabominable,"Cosmic Eclipse"
Crabominable,"Chilling Reign"
"Crabominable V","Fusion Strike"
"Crabominable V","Fusion Strike"
Crabrawler,"Sun & Moon"
Crabrawler,"Burning Shadows"
Crabrawler,"Unbroken Bonds"
Crabrawler,"Cosmic Eclipse"
Crabrawler,"Chilling Reign"
Crabrawler,"McDonald's Collection 2017"
Cradily,"Legend Maker"
Cradily,"Plasma Blast"
Cradily,Sandstorm
Cradily,"Cosmic Eclipse"
Cradily,"Power Keepers"
Cradily,"Legends Awakened"
"Cradily ex","Team Magma vs Team Aqua"
"Cradily δ","Holon Phantoms"
Cramorant,"Vivid Voltage"
Cramorant,"Rebel Clash"
Cramorant,"Sword & Shield"
Cramorant,"Shining Fates"
Cramorant,"Shiny Vault"
Cramorant,"Lost Origin"
"Cramorant V","Sword & Shield"
"Cramorant V","Sword & Shield"
"Cramorant V","Shining Fates"
"Cramorant V","SWSH Black Star Promos"
"Cramorant VMAX","Shining Fates"
Cranidos,"DP Black Star Promos"
Cranidos,Platinum
Cranidos,"Mysterious Treasures"
Cranidos,"Ultra Prism"
Cranidos,"Astral Radiance"
Cranidos,"SWSH Black Star Promos"
Crawdaunt,Dragon
Crawdaunt,Deoxys
Crawdaunt,Dragon
Crawdaunt,"Legends Awakened"
Crawdaunt,"Crimson Invasion"
Crawdaunt,"Primal Clash"
Crawdaunt,"Battle Styles"
Crawdaunt,"Brilliant Stars"
"Crawdaunt G","Supreme Victors"
"Crawdaunt ex","Holon Phantoms"
Cresselia,"Great Encounters"
Cresselia,"Majestic Dawn"
Cresselia,"DP Black Star Promos"
Cresselia,"Ultra Prism"
Cresselia,BREAKthrough
Cresselia,"Unified Minds"
Cresselia,"Chilling Reign"
Cresselia,"SWSH Black Star Promos"
Cresselia,"Evolving Skies"
Cresselia,"Lost Origin"
"Cresselia LV.X","Great Encounters"
Cresselia-EX,"Boundaries Crossed"
Cresselia-EX,"Boundaries Crossed"
Croagunk,"POP Series 9"
Croagunk,"POP Series 8"
Croagunk,"Steam Siege"
Croagunk,"Ultra Prism"
Croagunk,"Burning Shadows"
Croagunk,"Legendary Treasures"
Croagunk,Arceus
Croagunk,"Boundaries Crossed"
Croagunk,"Majestic Dawn"
Croagunk,"Boundaries Crossed"
Croagunk,"Forbidden Light"
Croagunk,"Mysterious Treasures"
Croagunk,"Supreme Victors"
Croagunk,"Sword & Shield"
Croagunk,"Fusion Strike"
Croagunk,"Silver Tempest"
Croagunk,"SWSH Black Star Promos"
Crobat,"Neo Revelation"
Crobat,"Hidden Legends"
Crobat,Skyridge
Crobat,"HS—Unleashed"
Crobat,"Mysterious Treasures"
Crobat,"Phantom Forces"
Crobat,Skyridge
Crobat,"Plasma Storm"
Crobat,"Sun & Moon"
Crobat,"BW Black Star Promos"
Crobat,"Unbroken Bonds"
Crobat,"HS—Unleashed"
Crobat,Skyridge
Crobat,"Battle Styles"
Crobat,"Silver Tempest"
"Crobat G",Platinum
"Crobat V","Darkness Ablaze"
"Crobat V","Darkness Ablaze"
"Crobat V","Shining Fates"
"Crobat V","SWSH Black Star Promos"
"Crobat V","SWSH Black Star Promos"
"Crobat V","Lost Origin Trainer Gallery"
"Crobat VMAX","Shining Fates"
"Crobat VMAX","SWSH Black Star Promos"
"Crobat ex",Deoxys
"Crobat δ","Delta Species"
Croconaw,"Phantom Forces"
Croconaw,"Dragon Majesty"
Croconaw,"Shining Legends"
Croconaw,"HeartGold & SoulSilver"
Croconaw,"Neo Genesis"
Croconaw,"Neo Genesis"
Croconaw,"Unseen Forces"
Croconaw,"Call of Legends"
Croconaw,"Mysterious Treasures"
Croconaw,"Expedition Base Set"
Croconaw,"Fusion Strike"
"Croconaw δ","Dragon Frontiers"
Crustle,"Dark Explorers"
Crustle,"Legendary Treasures"
Crustle,"Noble Victories"
Crustle,"Unified Minds"
Crustle,"Boundaries Crossed"
Crustle,"Evolving Skies"
Cryogonal,"Plasma Freeze"
Cryogonal,"Noble Victories"
Cryogonal,"Noble Victories"
Cryogonal,"Boundaries Crossed"
Cryogonal,"Unified Minds"
Cryogonal,"Evolving Skies"
Cubchoo,"Furious Fists"
Cubchoo,"Next Destinies"
Cubchoo,"Emerging Powers"
Cubchoo,"Emerging Powers"
Cubchoo,"Plasma Storm"
Cubchoo,"Darkness Ablaze"
Cubchoo,"Lost Thunder"
Cubchoo,"Brilliant Stars"
Cubone,"Hidden Fates"
Cubone,"Team Magma vs Team Aqua"
Cubone,"Team Rocket Returns"
Cubone,Jungle
Cubone,"Crimson Invasion"
Cubone,"Delta Species"
Cubone,"HS—Triumphant"
Cubone,"Dragons Exalted"
Cubone,"Forbidden Light"
Cubone,"FireRed & LeafGreen"
Cubone,"Base Set 2"
Cubone,BREAKthrough
Cubone,"Legends Awakened"
Cubone,Aquapolis
Cubone,"Unbroken Bonds"
Cubone,"Unified Minds"
Cubone,"Expedition Base Set"
Cubone,"Battle Styles"
Cubone,"McDonald's Collection 2018"
Cufant,"Sword & Shield"
Cufant,"Darkness Ablaze"
Cufant,"Shining Fates"
Cufant,"Shiny Vault"
Cufant,"Fusion Strike"
Cutiefly,"Sun & Moon"
Cutiefly,"Burning Shadows"
Cutiefly,"Lost Thunder"
Cutiefly,"Evolving Skies"
Cutiefly,"McDonald's Collection 2017"
Cutiefly,"McDonald's Collection 2022"
Cyndaquil,BREAKthrough
Cyndaquil,"Lost Thunder"
Cyndaquil,"Lost Thunder"
Cyndaquil,"Unseen Forces"
Cyndaquil,"Call of Legends"
Cyndaquil,"HeartGold & SoulSilver"
Cyndaquil,"Neo Destiny"
Cyndaquil,"Neo Genesis"
Cyndaquil,"Neo Genesis"
Cyndaquil,Sandstorm
Cyndaquil,"Hidden Legends"
Cyndaquil,"Mysterious Treasures"
Cyndaquil,"Expedition Base Set"
Cyndaquil,"Expedition Base Set"
Cyndaquil,"McDonald's Collection 2021"
Cyndaquil,"SWSH Black Star Promos"
Cyndaquil,"Astral Radiance"
"Cyndaquil δ","Dragon Frontiers"
"Dark Alakazam","Team Rocket"
"Dark Alakazam","Team Rocket"
"Dark Ampharos","Team Rocket Returns"
"Dark Ampharos","Neo Destiny"
"Dark Arbok","Team Rocket"
"Dark Arbok","Team Rocket"
"Dark Arbok","Team Rocket Returns"
"Dark Ariados","Neo Destiny"
"Dark Ariados","Team Rocket Returns"
"Dark Blastoise","Team Rocket"
"Dark Blastoise","Legendary Collection"
"Dark Blastoise","Team Rocket"
"Dark Celebi","Hidden Legends"
"Dark Charizard","Team Rocket"
"Dark Charizard","Team Rocket"
"Dark Charmeleon","Team Rocket"
"Dark Crobat","Team Rocket Returns"
"Dark Crobat","Neo Destiny"
"Dark Croconaw","Neo Destiny"
"Dark Donphan","Neo Destiny"
"Dark Dragonair","Team Rocket Returns"
"Dark Dragonair","Team Rocket Returns"
"Dark Dragonair","Team Rocket"
"Dark Dragonair","Legendary Collection"
"Dark Dragonite","Legendary Collection"
"Dark Dragonite","Team Rocket"
"Dark Dragonite","Team Rocket Returns"
"Dark Dragonite","Team Rocket"
"Dark Dugtrio","Team Rocket"
"Dark Dugtrio","Team Rocket"
"Dark Electrode","Team Rocket Returns"
"Dark Electrode","Team Rocket"
"Dark Espeon","Neo Destiny"
"Dark Exeggutor","Neo Destiny"
"Dark Feraligatr","Neo Destiny"
"Dark Flaaffy","Team Rocket Returns"
"Dark Flaaffy","Neo Destiny"
"Dark Flareon","Team Rocket"
"Dark Forretress","Neo Destiny"
"Dark Gengar","Neo Destiny"
"Dark Gloom","Team Rocket"
"Dark Golbat","Team Rocket"
"Dark Golbat","Team Rocket"
"Dark Golbat","Team Rocket Returns"
"Dark Golduck","Team Rocket Returns"
"Dark Golduck","Team Rocket"
"Dark Gyarados","Team Rocket"
"Dark Gyarados","Team Rocket"
"Dark Gyarados","Team Rocket Returns"
"Dark Gyarados","Celebrations: Classic Collection"
"Dark Haunter","Neo Destiny"
"Dark Houndoom","Team Rocket Returns"
"Dark Houndoom","Neo Destiny"
"Dark Houndoom","Team Rocket Returns"
"Dark Hypno","Team Rocket Returns"
"Dark Hypno","Team Rocket"
"Dark Hypno","Team Rocket"
"Dark Ivysaur","Best of Game"
"Dark Jolteon","Team Rocket"
"Dark Kadabra","Team Rocket"
"Dark Machamp","Team Rocket"
"Dark Machamp","Team Rocket"
"Dark Machoke","Team Rocket"
"Dark Magcargo","Neo Destiny"
"Dark Magcargo","Team Rocket Returns"
"Dark Magneton","Team Rocket"
"Dark Magneton","Team Rocket"
"Dark Magneton","Team Rocket Returns"
"Dark Marowak","Team Rocket Returns"
"Dark Muk","Team Rocket Returns"
"Dark Muk","Team Rocket"
"Dark Octillery","Team Rocket Returns"
"Dark Octillery","Neo Destiny"
"Dark Omanyte","Neo Destiny"
"Dark Omastar","Neo Destiny"
"Dark Persian","Legendary Collection"
"Dark Persian","Wizards Black Star Promos"
"Dark Persian","Team Rocket"
"Dark Porygon2","Neo Destiny"
"Dark Primeape","Team Rocket"
"Dark Pupitar","Neo Destiny"
"Dark Pupitar","Team Rocket Returns"
"Dark Pupitar","Team Rocket Returns"
"Dark Quilava","Neo Destiny"
"Dark Raichu","Legendary Collection"
"Dark Raichu","Team Rocket"
"Dark Rapidash","Team Rocket"
"Dark Raticate","Team Rocket Returns"
"Dark Raticate","Team Rocket"
"Dark Sandslash","Team Rocket Returns"
"Dark Scizor","Neo Destiny"
"Dark Slowbro","Legendary Collection"
"Dark Slowbro","Team Rocket"
"Dark Slowbro","Team Rocket"
"Dark Slowking","Team Rocket Returns"
"Dark Slowking","Neo Destiny"
"Dark Steelix","Team Rocket Returns"
"Dark Sylveon V","SWSH Black Star Promos"
"Dark Typhlosion","Neo Destiny"
"Dark Tyranitar","Neo Destiny"
"Dark Tyranitar","Team Rocket Returns"
"Dark Tyranitar","Team Rocket Returns"
"Dark Ursaring","Neo Destiny"
"Dark Vaporeon","Legendary Collection"
"Dark Vaporeon","Team Rocket"
"Dark Venusaur","Best of Game"
"Dark Vileplume","Team Rocket"
"Dark Vileplume","Team Rocket"
"Dark Wartortle","Legendary Collection"
"Dark Wartortle","Team Rocket"
"Dark Weezing","Team Rocket"
"Dark Weezing","Team Rocket"
"Dark Weezing","Team Rocket Returns"
"Dark Wigglytuff","Neo Destiny"
Darkrai,"Great Encounters"
Darkrai,"Great Encounters"
Darkrai,"Majestic Dawn"
Darkrai,"DP Black Star Promos"
Darkrai,"XY Black Star Promos"
Darkrai,"DP Black Star Promos"
Darkrai,"BW Black Star Promos"
Darkrai,"Burning Shadows"
Darkrai,"Darkness Ablaze"
Darkrai,"XY Black Star Promos"
Darkrai,"XY Black Star Promos"
Darkrai,"Fusion Strike"
Darkrai,"Lost Origin"
"Darkrai & Cresselia LEGEND","HS—Triumphant"
"Darkrai & Cresselia LEGEND","HS—Triumphant"
"Darkrai G","Rising Rivals"
"Darkrai LV.X","DP Black Star Promos"
"Darkrai LV.X","Great Encounters"
"Darkrai V","Astral Radiance"
"Darkrai VSTAR","Astral Radiance"
"Darkrai ◇","Ultra Prism"
Darkrai-EX,"BW Black Star Promos"
Darkrai-EX,"Dark Explorers"
Darkrai-EX,BREAKpoint
Darkrai-EX,"Legendary Treasures"
Darkrai-EX,"Dark Explorers"
Darkrai-EX,BREAKpoint
Darkrai-GX,"Shiny Vault"
Darkrai-GX,"Burning Shadows"
Darkrai-GX,"Burning Shadows"
Darkrai-GX,"Burning Shadows"
Darkrai-GX,"Burning Shadows"
Darmanitan,"Dragon Majesty"
Darmanitan,"Black & White"
Darmanitan,"Boundaries Crossed"
Darmanitan,"Emerging Powers"
Darmanitan,"Unbroken Bonds"
Darmanitan,"Next Destinies"
Dartrix,"Shiny Vault"
Dartrix,"Sun & Moon"
Dartrix,"Darkness Ablaze"
Dartrix,"Cosmic Eclipse"
Dartrix,"Shiny Vault"
Dartrix,"Shining Fates"
Dartrix,"Astral Radiance"
Darumaka,"Dragon Majesty"
Darumaka,"Next Destinies"
Darumaka,"Black & White"
Darumaka,"Black & White"
Darumaka,"BW Black Star Promos"
Darumaka,"Boundaries Crossed"
Darumaka,"Emerging Powers"
Darumaka,"Unbroken Bonds"
"Dawn Wings Necrozma","SM Black Star Promos"
"Dawn Wings Necrozma","SM Black Star Promos"
"Dawn Wings Necrozma-GX","Ultra Prism"
"Dawn Wings Necrozma-GX","SM Black Star Promos"
"Dawn Wings Necrozma-GX","Ultra Prism"
"Dawn Wings Necrozma-GX","Ultra Prism"
Decidueye,"Sun & Moon"
Decidueye,"Cosmic Eclipse"
Decidueye,"Darkness Ablaze"
Decidueye,"SWSH Black Star Promos"
Decidueye,"SM Black Star Promos"
Decidueye,"Shiny Vault"
Decidueye,"Shining Fates"
Decidueye-GX,"Sun & Moon"
Decidueye-GX,"SM Black Star Promos"
Decidueye-GX,"Shiny Vault"
Decidueye-GX,"Guardians Rising"
Dedenne,"McDonald's Collection 2016"
Dedenne,"Furious Fists"
Dedenne,BREAKthrough
Dedenne,"Phantom Forces"
Dedenne,"Vivid Voltage"
Dedenne,"Darkness Ablaze"
Dedenne,"Lost Thunder"
Dedenne,"Forbidden Light"
Dedenne,Generations
Dedenne,"Lost Thunder"
Dedenne,"Unified Minds"
Dedenne,"Shiny Vault"
Dedenne,"SWSH Black Star Promos"
Dedenne,"Brilliant Stars"
Dedenne,"Brilliant Stars Trainer Gallery"
Dedenne,"Silver Tempest"
Dedenne-GX,"Unbroken Bonds"
Dedenne-GX,"Unbroken Bonds"
Dedenne-GX,"Unbroken Bonds"
Dedenne-GX,"Unbroken Bonds"
Deerling,"Fates Collide"
Deerling,"Cosmic Eclipse"
Deerling,"Black & White"
Deerling,"Emerging Powers"
Deerling,"Chilling Reign"
Deino,"Crimson Invasion"
Deino,"Plasma Freeze"
Deino,"Plasma Freeze"
Deino,"Phantom Forces"
Deino,"Steam Siege"
Deino,"Noble Victories"
Deino,"Legendary Treasures"
Deino,"Dragons Exalted"
Deino,"Dragons Exalted"
Deino,"Darkness Ablaze"
Deino,"Evolving Skies"
Delcatty,Platinum
Delcatty,"Legend Maker"
Delcatty,"Ruby & Sapphire"
Delcatty,"Power Keepers"
Delcatty,"Legends Awakened"
Delcatty,"Ruby & Sapphire"
Delcatty,Sandstorm
Delcatty,XY
Delcatty,"Primal Clash"
Delcatty,"Boundaries Crossed"
Delcatty,"Celestial Storm"
Delcatty,"SM Black Star Promos"
Delcatty,"Darkness Ablaze"
Delcatty,"Fusion Strike"
Delcatty,"EX Trainer Kit Latias"
"Delcatty ex","Crystal Guardians"
Delibird,"POP Series 7"
Delibird,"Neo Revelation"
Delibird,"Team Rocket Returns"
Delibird,"Guardians Rising"
Delibird,"HeartGold & SoulSilver"
Delibird,"Boundaries Crossed"
Delibird,"Great Encounters"
Delibird,"Lost Thunder"
Delibird,Skyridge
Delibird,"Chilling Reign"
Delphox,"Fates Collide"
Delphox,"Kalos Starter Set"
Delphox,"Forbidden Light"
Delphox,XY
Delphox,"Silver Tempest"
"Delphox V","Lost Origin"
"Delphox V","Lost Origin"
Delphox-EX,"XY Black Star Promos"
Deoxys,Emerald
Deoxys,"Call of Legends"
Deoxys,Deoxys
Deoxys,Deoxys
Deoxys,Deoxys
Deoxys,"Roaring Skies"
Deoxys,"Celestial Storm"
Deoxys,"Celestial Storm"
Deoxys,"Celestial Storm"
Deoxys,"Call of Legends"
Deoxys,"SM Black Star Promos"
Deoxys,"Fusion Strike"
Deoxys,"SWSH Black Star Promos"
"Deoxys Attack Forme","Legends Awakened"
"Deoxys Defense Forme","Legends Awakened"
"Deoxys Normal Forme","Legends Awakened"
"Deoxys Speed Forme","Legends Awakened"
"Deoxys V","SWSH Black Star Promos"
"Deoxys VMAX","SWSH Black Star Promos"
"Deoxys VSTAR","SWSH Black Star Promos"
"Deoxys ex","POP Series 4"
"Deoxys ex",Emerald
"Deoxys ex",Deoxys
"Deoxys ex",Deoxys
"Deoxys ex",Deoxys
"Deoxys δ","Holon Phantoms"
"Deoxys δ","POP Series 4"
"Deoxys δ","Holon Phantoms"
"Deoxys δ","Holon Phantoms"
"Deoxys δ","Holon Phantoms"
Deoxys-EX,"Plasma Freeze"
Deoxys-EX,"BW Black Star Promos"
Deoxys-EX,"Plasma Freeze"
"Detective Pikachu","Detective Pikachu"
"Detective Pikachu","SM Black Star Promos"
"Detective Pikachu","SM Black Star Promos"
"Detective Pikachu","SM Black Star Promos"
Dewgong,"FireRed & LeafGreen"
Dewgong,Skyridge
Dewgong,"Fates Collide"
Dewgong,Base
Dewgong,"Supreme Victors"
Dewgong,"Base Set 2"
Dewgong,Evolutions
Dewgong,Skyridge
Dewgong,"Legendary Collection"
Dewgong,"Mysterious Treasures"
Dewgong,"Unbroken Bonds"
Dewgong,"Lost Origin"
"Dewgong δ","Dragon Frontiers"
Dewott,"McDonald's Collection 2012"
Dewott,"Steam Siege"
Dewott,"Black & White"
Dewott,"Black & White"
Dewott,"Legendary Treasures"
Dewott,"Vivid Voltage"
Dewott,"Boundaries Crossed"
Dewott,"Astral Radiance"
Dewpider,"Ultra Prism"
Dewpider,"Burning Shadows"
Dewpider,"Forbidden Light"
Dewpider,"Sun & Moon"
Dewpider,"Unified Minds"
Dewpider,"Cosmic Eclipse"
Dewpider,"Fusion Strike"
Dewpider,"Silver Tempest"
Dhelmise,"Vivid Voltage"
Dhelmise,"Celestial Storm"
Dhelmise,"Unified Minds"
Dhelmise,"SM Black Star Promos"
Dhelmise,"Guardians Rising"
Dhelmise,"Cosmic Eclipse"
"Dhelmise V","Sword & Shield"
"Dhelmise V","Sword & Shield"
"Dhelmise V","Shining Fates"
"Dhelmise VMAX","Shining Fates"
Dialga,"Diamond & Pearl"
Dialga,"Call of Legends"
Dialga,Platinum
Dialga,Platinum
Dialga,"Majestic Dawn"
Dialga,"Great Encounters"
Dialga,Platinum
Dialga,"DP Black Star Promos"
Dialga,"DP Black Star Promos"
Dialga,"XY Black Star Promos"
Dialga,"Call of Legends"
Dialga,"Vivid Voltage"
Dialga,"Lost Thunder"
Dialga,"Evolving Skies"
Dialga,Celebrations
"Dialga G",Platinum
"Dialga G LV.X",Platinum
"Dialga LV.X","DP Black Star Promos"
"Dialga LV.X","DP Black Star Promos"
"Dialga LV.X","Great Encounters"
Dialga-EX,"Plasma Blast"
Dialga-EX,"Phantom Forces"
Dialga-EX,"Plasma Blast"
Dialga-EX,"Phantom Forces"
Dialga-GX,"Forbidden Light"
Dialga-GX,"Ultra Prism"
Dialga-GX,"Forbidden Light"
Dialga-GX,"Ultra Prism"
Dialga-GX,"Forbidden Light"
Dialga-GX,"Ultra Prism"
Diancie,"Shiny Vault"
Diancie,"Phantom Forces"
Diancie,"Vivid Voltage"
Diancie,"Burning Shadows"
Diancie,Generations
Diancie,"Astral Radiance"
"Diancie ◇","Forbidden Light"
Diancie-EX,"XY Black Star Promos"
Diancie-EX,"Fates Collide"
Diggersby,"Primal Clash"
Diggersby,"Phantom Forces"
Diggersby,"Crimson Invasion"
Diggersby,"Darkness Ablaze"
Diggersby,"Forbidden Light"
Diggersby,XY
Diggersby,"Rebel Clash"
Diggersby,"Fusion Strike"
Diglett,"Pokémon Rumble"
Diglett,"Fates Collide"
Diglett,Base
Diglett,Generations
Diglett,"Crystal Guardians"
Diglett,"Team Rocket"
Diglett,XY
Diglett,Evolutions
Diglett,"HS—Triumphant"
Diglett,"FireRed & LeafGreen"
Diglett,Platinum
Diglett,"Base Set 2"
Diglett,"Secret Wonders"
Diglett,Skyridge
Diglett,"Darkness Ablaze"
Diglett,"Sword & Shield"
Diglett,"Unbroken Bonds"
Diglett,"Expedition Base Set"
Diglett,"Chilling Reign"
Ditto,Fossil
Ditto,"FireRed & LeafGreen"
Ditto,"POP Series 3"
Ditto,"HS—Triumphant"
Ditto,"Detective Pikachu"
Ditto,Fossil
Ditto,"Legends Awakened"
Ditto,"Delta Species"
Ditto,"Delta Species"
Ditto,"Delta Species"
Ditto,"Delta Species"
Ditto,"Delta Species"
Ditto,"Delta Species"
Ditto,"XY Black Star Promos"
Ditto,"Delta Species"
Ditto,"Delta Species"
Ditto,"Delta Species"
Ditto,"Delta Species"
Ditto,Skyridge
Ditto,"Boundaries Crossed"
Ditto,"Pokémon GO"
"Ditto V","Shining Fates"
"Ditto V","Shiny Vault"
"Ditto VMAX","Shining Fates"
"Ditto VMAX","Shiny Vault"
"Ditto ◇","Lost Thunder"
Dodrio,"HS—Undaunted"
Dodrio,Emerald
Dodrio,"FireRed & LeafGreen"
Dodrio,"Supreme Victors"
Dodrio,"Base Set 2"
Dodrio,"Hidden Legends"
Dodrio,Jungle
Dodrio,"Legendary Collection"
Dodrio,"Mysterious Treasures"
Dodrio,Generations
Dodrio,Aquapolis
Dodrio,XY
Dodrio,"Plasma Storm"
Dodrio,BREAKthrough
Dodrio,"Unbroken Bonds"
"Dodrio V","Fusion Strike"
Doduo,Emerald
Doduo,Base
Doduo,"HS—Undaunted"
Doduo,"FireRed & LeafGreen"
Doduo,Generations
Doduo,"Hidden Legends"
Doduo,Evolutions
Doduo,"Base Set 2"
Doduo,"Legendary Collection"
Doduo,"Mysterious Treasures"
Doduo,XY
Doduo,Aquapolis
Doduo,"Plasma Storm"
Doduo,"Supreme Victors"
Doduo,BREAKthrough
Doduo,BREAKthrough
Doduo,"Unbroken Bonds"
Donphan,"POP Series 3"
Donphan,"Ruby & Sapphire"
Donphan,"Neo Genesis"
Donphan,Deoxys
Donphan,Aquapolis
Donphan,"HeartGold & SoulSilver"
Donphan,"Holon Phantoms"
Donphan,"Call of Legends"
Donphan,"Secret Wonders"
Donphan,"SWSH Black Star Promos"
Donphan,"Celestial Storm"
Donphan,"Plasma Storm"
Donphan,"Vivid Voltage"
Donphan,"HeartGold & SoulSilver"
Donphan,"Lost Thunder"
Donphan,"Celebrations: Classic Collection"
Donphan,"Silver Tempest"
Dottler,"Sword & Shield"
Dottler,"Shiny Vault"
Dottler,"Battle Styles"
Dottler,"Lost Origin"
Doublade,"Forbidden Light"
Doublade,BREAKpoint
Doublade,XY
Doublade,"Primal Clash"
Doublade,"Unified Minds"
Doublade,"Team Up"
Doublade,"Rebel Clash"
Doublade,"Battle Styles"
Dracovish,"Darkness Ablaze"
Dracovish,"Shiny Vault"
"Dracovish V","Brilliant Stars"
Dracozolt,"Darkness Ablaze"
Dracozolt,"Shiny Vault"
"Dracozolt V","Evolving Skies"
"Dracozolt V","Evolving Skies"
"Dracozolt VMAX","Evolving Skies"
"Dracozolt VMAX","Evolving Skies"
Dragalge,"XY Black Star Promos"
Dragalge,"Forbidden Light"
Dragalge,Flashfire
Dragalge,"Cosmic Eclipse"
Dragalge,BREAKpoint
Dragapult,"Rebel Clash"
Dragapult,"Shiny Vault"
Dragapult,"Fusion Strike"
Dragapult,"SWSH Black Star Promos"
Dragapult,"Silver Tempest"
"Dragapult V","Rebel Clash"
"Dragapult V","Rebel Clash"
"Dragapult V","SWSH Black Star Promos"
"Dragapult VMAX","Rebel Clash"
"Dragapult VMAX","Rebel Clash"
"Dragapult VMAX","SWSH Black Star Promos"
Dragonair,"Dragon Vault"
Dragonair,"Dragon Vault"
Dragonair,Dragon
Dragonair,Base
Dragonair,"Base Set 2"
Dragonair,"HS—Triumphant"
Dragonair,"Dragon Majesty"
Dragonair,"Roaring Skies"
Dragonair,"Legends Awakened"
Dragonair,"Plasma Freeze"
Dragonair,"Expedition Base Set"
Dragonair,"Sun & Moon"
Dragonair,"Team Up"
Dragonair,"Unified Minds"
